BAD,MORTDUE,VALUE,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,PD_model,LGD,EAD,K,RWA_IRB,Capital_IRB,Capital_check
1,50230.0,70000.0,Sales,1.0,0.0,,184.3666667,2.0,20.0,,0.31664139381200124,0.4,50230.0,0.18634261911473649,116999.87197666516,9359.989758133213,9359.989758133213
1,49800.0,64000.0,ProfExe,23.0,0.0,2.0,232.3333333,3.0,17.0,,0.37234136837181375,0.4,49800.0,0.18212462934065654,113372.58176455871,9069.806541164697,9069.806541164695
1,77000.0,94000.0,Mgr,41.0,,4.0,212.8666667,4.0,17.0,,0.7583572540873481,0.4,77000.0,0.0887492210787611,85421.12528830755,6833.690023064604,6833.690023064604
0,114457.0,144284.0,ProfExe,1.0,0.0,0.0,252.6592531,0.0,45.0,32.4971451,0.036666317937058476,0.4,114457.0,0.0892240270269663,127653.93076781851,10212.314461425482,10212.314461425482
0,52622.0,64407.0,Other,0.0,0.0,0.0,191.0774254,1.0,13.0,26.20306729,0.07905006282621543,0.4,52622.0,0.1315603911657036,86537.13629902067,6922.970903921654,6922.970903921654
0,152274.0,177940.0,Office,4.0,0.0,0.0,196.8767577,0.0,56.0,33.72276915,0.02098407926121528,0.4,152274.0,0.06439814087713952,122577.03129906929,9806.162503925543,9806.162503925543
0,27859.0,48393.0,Other,10.0,0.0,0.0,82.76016033,0.0,3.0,34.38536707,0.22653415921663436,0.4,27859.0,0.18375632538123338,63990.843359947256,5119.267468795781,5119.267468795781
0,90006.0,121122.0,Office,9.0,0.0,0.0,133.4975408,1.0,21.0,36.91048167,0.08704856423412298,0.4,90006.0,0.13723079157125437,154394.932827029,12351.59462616232,12351.594626162321
0,159798.0,177853.0,ProfExe,6.0,,0.0,206.8170726,4.0,25.0,41.42504139,0.1925138831295783,0.4,159798.0,0.17861922559606314,356787.4376474962,28542.995011799696,28542.995011799696
0,81590.0,90050.0,Mgr,6.0,0.0,0.0,136.7467587,1.0,26.0,41.73267582,0.18950008581590747,0.4,81590.0,0.1780224681611332,181560.66471583574,14524.85317726686,14524.853177266858
0,35651.0,59795.0,Other,22.0,0.0,0.0,118.6530642,0.0,23.0,40.66298165,0.17482098825455183,0.4,35651.0,0.17474344334885622,77872.23123537592,6229.778498830074,6229.778498830073
0,50441.0,56656.0,Office,1.0,0.0,0.0,186.4510167,0.0,21.0,35.45260742,0.055175568547413276,0.4,50441.0,0.11084310290054361,69887.961917579,5591.03695340632,5591.03695340632
0,33061.0,46277.0,Other,8.0,,1.0,154.8992783,7.0,28.0,39.70178286,0.4663175319911837,0.4,33061.0,0.16794584541293778,69405.7199399642,5552.457595197136,5552.457595197136
0,102908.0,124217.0,ProfExe,9.0,0.0,0.0,159.9940264,2.0,31.0,27.7074439,0.07467168464618688,0.4,102908.0,0.12821709610799975,164932.06157852546,13194.564926282037,13194.564926282039
0,141020.0,157511.0,ProfExe,4.0,0.0,1.0,403.7489298,0.0,43.0,29.58318425,0.027992013582396308,0.4,141020.0,0.07649632424605013,134843.89556472487,10787.511645177989,10787.511645177989
0,92573.0,119325.0,ProfExe,2.0,1.0,2.0,157.6206429,0.0,33.0,34.77510251,0.46996751643125795,0.4,92573.0,0.16724853494590788,193533.73281934415,15482.698625547533,15482.698625547531
1,73099.0,84250.0,ProfExe,4.0,,,,,,40.22228314,0.16998670041347624,0.4,73099.0,0.17352028300795025,158551.9895949769,12684.159167598153,12684.159167598154
1,11300.0,39000.0,Other,,5.0,1.0,170.4333333,3.0,21.0,,0.8822337209020404,0.4,11300.0,0.04515780932425102,6378.540567050456,510.2832453640365,510.28324536403653
0,68024.0,78800.0,Sales,7.0,0.0,0.0,125.5040514,0.0,35.0,29.29334435,0.1897144126818959,0.4,68024.0,0.1780657355147521,151409.29490819373,12112.743592655499,12112.743592655497
1,64265.0,90956.0,Other,10.0,0.0,1.0,233.1561248,0.0,32.0,32.90882386,0.1096495883175821,0.4,64265.0,0.15068004357622,121043.16250532222,9683.453000425778,9683.453000425778
0,132894.0,198168.0,Office,0.0,0.0,1.0,355.1639113,0.0,16.0,40.54029537,0.07038442268862444,0.4,132894.0,0.1247634443672012,207253.91469668548,16580.31317573484,16580.313175734835
0,31303.0,57444.0,Other,29.0,0.0,0.0,246.7168274,0.0,18.0,20.20590752,0.025587407620294093,0.4,31303.0,0.07255911173791896,28391.473434150965,2271.317874732077,2271.317874732077
0,80510.0,97548.0,ProfExe,1.0,0.0,0.0,74.40426333,1.0,19.0,36.45734993,0.2286277833033929,0.4,80510.0,0.18398457665806975,185157.47833426495,14812.598266741195,14812.598266741195
0,137927.0,160566.0,ProfExe,6.0,0.0,1.0,436.7517799,0.0,42.0,29.27255681,0.022875409945684,0.4,137927.0,0.06785904395863517,116994.9294510334,9359.594356082673,9359.594356082673
1,45604.0,65501.0,Other,9.0,0.0,1.0,70.33753056,1.0,24.0,35.21218126,0.34256952902959126,0.4,45604.0,0.1848349463088893,105365.16114338236,8429.212891470588,8429.212891470588
0,26768.0,52411.0,Other,0.0,0.0,0.0,253.3180433,0.0,11.0,38.82102132,0.11425872404443015,0.4,26768.0,0.15302524304851184,51202.246324032065,4096.1797059225655,4096.179705922565
0,203902.0,234454.0,ProfExe,9.0,0.0,0.0,213.4554475,0.0,22.0,33.64852105,0.07684630201462192,0.4,203902.0,0.1298999748984415,331085.8085217752,26486.864681742016,26486.864681742016
0,16375.0,36672.0,Mgr,8.0,0.0,0.0,120.674928,0.0,11.0,24.08943715,0.08580294593392558,0.4,16375.0,0.13638272954280245,27915.839953292376,2233.26719626339,2233.26719626339
0,49264.0,57923.0,Other,0.0,0.0,0.0,182.0010415,2.0,13.0,27.00877688,0.09848725687239003,0.4,49264.0,0.1444703971642893,88964.87057376935,7117.189645901548,7117.189645901548
0,36034.0,62953.0,ProfExe,9.0,0.0,0.0,262.0793453,0.0,16.0,21.34522735,0.02999127039137028,0.4,36034.0,0.07962228689855771,35863.86857628286,2869.109486102629,2869.1094861026286
0,,69350.0,,0.0,0.0,0.0,,0.0,0.0,2.365195413,0.021625830164270502,0.4,0.0,0.06559054824748652,0.0,0.0,0.0
1,94000.0,112000.0,Mgr,4.0,0.0,0.0,,0.0,0.0,,0.1597488078245206,0.4,94000.0,0.17067633695561268,200544.69592284493,16043.575673827594,16043.575673827592
0,115902.0,146813.0,ProfExe,1.0,0.0,0.0,288.4676266,0.0,45.0,33.05428433,0.03100359962222551,0.4,115902.0,0.0811578688724624,117579.49147570172,9406.359318056138,9406.359318056137
0,115004.0,144760.0,ProfExe,2.0,0.0,0.0,279.5221733,1.0,46.0,35.61473143,0.04262912573137165,0.4,115004.0,0.09688949166335675,139283.4887406585,11142.67909925268,11142.67909925268
1,57105.0,74582.0,Other,12.0,0.0,0.0,134.0317679,0.0,20.0,36.92573641,0.14669542883431777,0.4,57105.0,0.1665092628132559,118856.39316188722,9508.511452950977,9508.511452950977
0,34055.0,40739.0,Other,9.0,,0.0,147.012827,6.0,29.0,39.93094736,0.264454083124436,0.4,34055.0,0.18653123908002986,79404.0168358802,6352.321346870416,6352.321346870417
1,50573.0,84008.0,Other,15.0,1.0,0.0,76.04208693,0.0,7.0,41.02796675,0.43198812309068424,0.4,50573.0,0.17400637301563582,110000.30378149687,8800.02430251975,8800.02430251975
0,,65317.0,Other,,0.0,0.0,349.2796108,0.0,6.0,35.71441843,0.05947648051065876,0.4,0.0,0.11507113283354381,0.0,0.0,0.0
0,25805.0,31414.0,Other,2.0,,,,,,38.2372256,0.1543326381416072,0.4,25805.0,0.16902429142146821,54520.898001637346,4361.671840130988,4361.671840130987
0,24769.0,87665.0,ProfExe,21.0,0.0,0.0,238.3827694,0.0,11.0,25.33220131,0.04601601184141001,0.4,24769.0,0.10092171629258423,31246.624885637735,2499.729990851019,2499.7299908510186
0,83018.0,96637.0,Other,2.0,0.0,0.0,95.90213133,2.0,32.0,41.24477919,0.23473632931894892,0.4,83018.0,0.18459741578537484,191561.3532958781,15324.908263670248,15324.908263670248
0,93538.0,118369.0,ProfExe,0.0,0.0,1.0,132.8237118,0.0,33.0,34.83386481,0.20904536202695514,0.4,93538.0,0.18146620252470733,212174.82064695092,16973.985651756073,16973.985651756073
0,37562.0,57081.0,Other,22.0,0.0,1.0,129.486844,0.0,23.0,39.08300244,0.2817540909392071,0.4,37562.0,0.18693326851635153,87769.84290013995,7021.587432011196,7021.587432011196
1,69117.0,101503.0,ProfExe,13.0,0.0,7.0,145.9530178,0.0,36.0,36.75998466,0.9642094421363657,0.4,69117.0,0.014087397333418794,12170.983018673835,973.6786414939068,973.6786414939068
0,157312.0,181050.0,ProfExe,7.0,,0.0,209.7067368,4.0,25.0,40.90561976,0.1834454459587647,0.4,157312.0,0.17674656852009402,347554.45233791287,27804.35618703303,27804.35618703303
0,10035.0,61897.0,Other,6.0,1.0,1.0,368.7377963,0.0,21.0,14.73359483,0.036571754718046134,0.4,10035.0,0.08909605057313226,11175.985843767277,894.0788675013822,894.0788675013822
0,83276.0,129116.0,Office,7.0,0.0,0.0,138.687955,0.0,22.0,39.58996183,0.08790014819964825,0.4,83276.0,0.13780348154104669,143446.53411015254,11475.722728812203,11475.722728812203
0,57294.0,66615.0,Other,3.0,0.0,1.0,321.3875868,0.0,9.0,31.38089909,0.10477204002150066,0.4,57294.0,0.14806260073751032,106038.73308318645,8483.098646654917,8483.098646654917
0,101047.0,118913.0,Office,2.0,0.0,0.0,156.6054917,1.0,22.0,35.89928784,0.07372553747515977,0.4,101047.0,0.12747070070561023,161006.64867749746,12880.531894199798,12880.531894199798
0,56960.0,69014.0,Other,4.0,0.0,0.0,307.636664,0.0,10.0,30.36248382,0.04967157307378274,0.4,56960.0,0.1050430645760706,74790.66197816226,5983.2529582529805,5983.252958252981
0,83924.0,100114.0,ProfExe,0.0,0.0,0.0,71.30419761,1.0,20.0,34.71276881,0.20866638879337607,0.4,83924.0,0.18140866100578312,190306.75582811676,15224.54046624934,15224.540466249342
0,79900.0,94660.0,Mgr,19.0,0.0,0.0,252.3496982,10.0,24.0,35.80049203,0.1989631113048598,0.4,79900.0,0.17981377877618235,179589.01155271212,14367.12092421697,14367.12092421697
0,,52026.0,Mgr,6.0,,,173.7172393,,8.0,21.6211951,0.06703077199351705,0.4,0.0,0.12192863193299,0.0,0.0,0.0
1,41000.0,64680.0,Other,2.0,0.0,0.0,70.9,3.0,30.0,,0.21563558772142166,0.4,41000.0,0.18241186170636814,93486.07912451368,7478.886329961095,7478.886329961094
1,41301.0,60000.0,Other,2.0,0.0,0.0,77.23333333,0.0,12.0,,0.21186029614850804,0.4,41301.0,0.1818827582441046,93899.24747799705,7511.939798239764,7511.939798239764
1,55000.0,75393.0,Other,0.75,0.0,1.0,113.0333333,1.0,16.0,,0.33449179410089197,0.4,55000.0,0.18539455964399276,127458.75975524503,10196.700780419602,10196.700780419602
0,77100.0,90550.0,Office,,0.0,0.0,173.4666667,1.0,26.0,,0.05588816601269332,0.4,77100.0,0.11156119460142291,107517.10129712133,8601.368103769706,8601.368103769706
0,71582.0,93400.0,Other,6.0,3.0,0.0,74.06666667,1.0,21.0,,0.5899809931762421,0.4,71582.0,0.13953406238216592,124851.59066800252,9988.127253440201,9988.127253440201
1,53060.0,67500.0,Office,16.0,0.0,5.0,183.6333333,0.0,15.0,,0.7523224715353142,0.4,53060.0,0.0907548411799668,60193.14841261298,4815.4518730090385,4815.4518730090385
1,69192.0,105300.0,Mgr,4.0,0.0,0.0,282.0333333,1.0,23.0,,0.06305526018277154,0.4,69192.0,0.11840527540886225,102408.72270112495,8192.697816089996,8192.697816089996
1,62000.0,102600.0,Other,10.0,2.0,6.0,226.4333333,4.0,42.0,,0.9705044446346157,0.4,62000.0,0.011634404401490129,9016.66341115485,721.333072892388,721.3330728923879
0,50097.0,73846.0,Other,1.0,0.0,0.0,267.8654583,0.0,20.0,29.15960949,0.047110337208804004,0.4,50097.0,0.10217958908142713,63986.13592765318,5118.890874212255,5118.890874212255
0,77792.0,100812.0,ProfExe,10.0,2.0,0.0,182.9569956,1.0,29.0,27.38587324,0.16869639939065864,0.4,77792.0,0.1731811440832155,168401.34450651874,13472.1075605215,13472.107560521501
0,53354.0,79893.0,Office,10.0,2.0,0.0,249.4359543,1.0,29.0,35.02088579,0.1014307035203149,0.4,53354.0,0.14618466049903087,97494.20470331615,7799.536376265292,7799.536376265293
0,66163.0,83727.0,Office,4.0,1.0,2.0,176.9352475,3.0,30.0,36.77463995,0.41084141802885155,0.4,66163.0,0.1772591122565649,146599.93305288878,11727.994644231103,11727.994644231103
0,81865.0,101048.0,Other,1.0,0.0,0.0,147.4022274,0.0,23.0,38.85516272,0.15429159621069502,0.4,81865.0,0.1690113653262953,172951.44278046454,13836.115422437164,13836.115422437164
0,17659.0,31843.0,Office,7.0,0.0,1.0,107.7410948,0.0,16.0,19.30085445,0.06804739259921742,0.4,17659.0,0.12280083438666112,27106.749180425606,2168.5399344340485,2168.5399344340485
0,55228.0,66569.0,Mgr,3.0,0.0,0.0,198.8151672,1.0,17.0,27.99687276,0.07366544139805176,0.4,55228.0,0.12742299606285315,87966.46533199066,7037.317226559253,7037.317226559254
0,77937.0,89710.0,Mgr,19.0,0.0,0.0,223.5874152,10.0,24.0,35.95199865,0.22927410897971026,0.4,77937.0,0.1840531414618073,179306.87107636093,14344.549686108874,14344.549686108874
0,26286.0,36002.0,Other,2.0,,,,,,38.43868186,0.15613729571084334,0.4,26286.0,0.16958654242406032,55721.89817698562,4457.75185415885,4457.75185415885
0,,39200.0,Other,0.0,0.0,0.0,309.4,1.0,9.0,,0.07789978626492071,0.4,0.0,0.1306992708660039,0.0,0.0,0.0
0,56791.0,72974.0,Other,29.0,0.0,3.0,182.0664052,0.0,24.0,35.69162282,0.5067267289561663,0.4,56791.0,0.15970448768899567,113372.21950432191,9069.777560345754,9069.777560345754
0,,,,,,,,,,27.35264423,0.07735571429599843,0.4,0.0,0.1302877561932622,0.0,0.0,0.0
0,71370.0,90316.0,Office,26.0,0.0,0.0,162.3574415,2.0,14.0,39.8754838,0.10508778232993526,0.4,71370.0,0.1482364211466738,132245.41721547637,10579.63337723811,10579.633377238108
0,84933.0,110253.0,ProfExe,8.0,0.0,0.0,192.4226063,1.0,37.0,40.84507779,0.11160995512888466,0.4,84933.0,0.15169231711518308,161046.04461929805,12883.683569543844,12883.683569543844
0,80612.0,93802.0,Mgr,5.0,0.0,0.0,141.6131456,2.0,26.0,40.74903888,0.19625254553764254,0.4,80612.0,0.17932518648440174,180697.0241610074,14455.761932880592,14455.761932880592
1,68800.0,86000.0,Mgr,3.0,2.0,1.0,202.8666667,8.0,26.0,,0.6448061753453129,0.4,68800.0,0.12428619600545404,106886.12856469049,8550.89028517524,8550.890285175237
1,41169.82,57000.0,Other,5.5,1.0,0.0,98.43333333,10.0,18.0,,0.5771290872714842,0.4,41169.82,0.14289786191189835,73538.49066622139,5883.079253297711,5883.079253297711
0,83921.0,90876.0,Other,3.0,0.0,0.0,106.9373967,1.0,32.0,41.47300108,0.2025003306850866,0.4,83921.0,0.18042268853518906,189265.65555702,15141.252444561602,15141.2524445616
0,45633.0,77578.0,ProfExe,19.0,0.0,0.0,209.7255196,0.0,15.0,23.91561488,0.04578357148307662,0.4,45633.0,0.10065179187032543,57413.04023023201,4593.043218418561,4593.04321841856
0,103946.0,113900.0,Other,17.0,0.0,2.0,194.3599393,1.0,16.0,36.41457282,0.404591930659226,0.4,103946.0,0.17814485719233142,231468.066571426,18517.44532571408,18517.44532571408
0,125688.0,198602.0,Office,0.0,0.0,1.0,344.7479335,0.0,16.0,39.48382007,0.06969421029587985,0.4,125688.0,0.1241898638917247,195114.69516028868,15609.175612823095,15609.175612823095
1,86785.0,110400.0,Other,0.7,1.0,,89.06666667,2.0,27.0,,0.29591627451047614,0.4,86785.0,0.18690755356224698,202759.65044874506,16220.772035899605,16220.772035899603
1,72854.0,86209.0,ProfExe,2.0,0.0,0.0,118.0696474,0.0,14.0,36.05148718,0.1784774110629686,0.4,72854.0,0.17562008501045034,159932.82091689188,12794.625673351351,12794.62567335135
0,67860.0,103426.0,Other,9.0,0.0,0.0,202.1526339,0.0,20.0,18.34752939,0.03192311659195854,0.4,67860.0,0.08252656860866174,70003.16182229733,5600.252945783787,5600.252945783785
0,103960.0,127384.0,,2.0,0.0,0.0,129.0154994,0.0,25.0,34.47945476,0.12518380816622282,0.4,103960.0,0.1581245037618157,205482.7926384795,16438.62341107836,16438.62341107836
0,32742.0,41299.0,Other,10.0,,1.0,170.4071064,7.0,29.0,37.80266959,0.4030051604946859,0.4,32742.0,0.1783640641624574,72999.95236008975,5839.99618880718,5839.99618880718
0,25000.0,37882.0,Other,8.8,0.0,0.0,87.2,2.0,12.0,,0.2397032939546302,0.4,25000.0,0.18503894061021128,57824.66894069103,4625.973515255282,4625.973515255282
1,48983.0,65000.0,Other,5.0,1.0,0.0,58.7,7.0,23.0,,0.5093203850130503,0.4,48983.0,0.15913801352210172,97438.21645441385,7795.057316353108,7795.057316353108
0,62493.0,77141.0,Other,13.0,0.0,0.0,266.3331014,0.0,26.0,27.0078722,0.03341809974331307,0.4,62493.0,0.08470113150096559,66165.34763612303,5293.227810889843,5293.227810889843
0,55415.0,74307.0,Other,29.0,1.0,2.0,198.8467209,0.0,23.0,36.83774105,0.45700021611184216,0.4,55415.0,0.1696810580171836,117535.94787527788,9402.87583002223,9402.87583002223
0,58247.0,72189.0,Other,30.0,0.0,3.0,198.243176,0.0,23.0,35.79425984,0.4885898672452545,0.4,58247.0,0.16354235521561042,119073.14455304574,9525.85156424366,9525.85156424366
0,100590.0,138649.0,ProfExe,14.0,0.0,0.0,138.1647046,4.0,22.0,34.5987274,0.18537540123623983,0.4,100590.0,0.1771646358838536,222762.3840444604,17820.99072355683,17820.99072355683
0,85335.0,97094.0,Other,2.0,0.0,0.0,116.086609,1.0,32.0,40.84524619,0.18833704130203555,0.4,85335.0,0.17778544236961988,189641.5090576439,15171.320724611513,15171.320724611513
0,83552.0,107186.0,Other,21.0,0.0,0.0,128.6602454,4.0,24.0,28.72301763,0.12867248669793965,0.4,83552.0,0.15962601170651358,166713.40662628278,13337.072530102623,13337.072530102623
0,37699.0,59874.0,Other,22.0,0.0,0.0,114.2359516,0.0,23.0,38.68267604,0.1596272545183669,0.4,37699.0,0.17064041340479066,80412.16181184004,6432.972944947203,6432.972944947203
0,76002.0,94236.0,Other,11.0,0.0,0.0,164.7623042,5.0,21.0,39.52570494,0.2463000762989046,0.4,76002.0,0.18554934279047589,176276.51438452187,14102.12115076175,14102.121150761748
0,49986.0,67896.0,Mgr,3.0,0.0,0.0,190.1599072,1.0,17.0,29.26631718,0.08364515804193338,0.4,49986.0,0.13488380191132585,84278.77152924417,6742.301722339534,6742.301722339534
0,204038.0,230920.0,ProfExe,10.0,0.0,0.0,242.9128934,0.0,22.0,29.80162732,0.05070176781343345,0.4,204038.0,0.10616427174174979,270769.3209705393,21661.545677643146,21661.545677643146
0,79448.0,91004.0,Mgr,20.0,0.0,0.0,227.5073902,10.0,23.0,34.46430215,0.21062614525348708,0.4,79448.0,0.18170247206476914,180448.72500752224,14435.89800060178,14435.89800060178
0,149272.0,176467.0,Office,7.0,0.0,0.0,191.9044636,1.0,55.0,33.90232001,0.02493352752968695,0.4,149272.0,0.07145231399485594,133322.87268300168,10665.829814640134,10665.829814640136
0,29471.0,48362.0,Other,9.0,0.0,0.0,79.90287141,0.0,4.0,36.0206079,0.24685662448241202,0.4,29471.0,0.18558853117903878,68368.49502971815,5469.4796023774525,5469.4796023774525
0,72760.0,83604.0,Office,6.0,2.0,3.0,189.9194249,3.0,29.0,37.36856046,0.7285451863977102,0.4,72760.0,0.09853780640258387,89620.13492315004,7169.610793852003,7169.610793852003
0,,41396.0,Other,0.0,0.0,0.0,302.8700505,1.0,8.0,27.98946659,0.05317262585130572,0.4,0.0,0.10878552164937985,0.0,0.0,0.0
0,79383.0,107590.0,Other,5.0,0.0,0.0,78.29927353,2.0,14.0,33.5811165,0.2298157124205814,0.4,79383.0,0.1841099116787512,182689.96398492885,14615.197118794309,14615.197118794307
1,30428.0,47387.0,ProfExe,2.0,0.0,0.0,164.4900213,0.0,36.0,38.8741586,0.10790109440417812,0.4,30428.0,0.14975820499351852,56960.53326928477,4556.842661542782,4556.842661542782
0,103034.0,124116.0,,2.0,0.0,0.0,137.4386924,0.0,25.0,31.60310093,0.10060589037640205,0.4,103034.0,0.1457100552149274,187663.62286268536,15013.089829014829,15013.089829014829
0,58293.0,82594.0,Office,13.0,0.0,0.0,105.050415,0.0,23.0,36.70044554,0.08301021894247107,0.4,58293.0,0.13443538311535222,97958.02234929035,7836.641787943227,7836.6417879432265
0,30061.0,58714.0,Other,29.0,0.0,0.0,230.8801537,0.0,19.0,20.6379176,0.028208439829004842,0.4,30061.0,0.07684093892486848,28873.943312755895,2309.915465020472,2309.9154650204714
0,27459.0,38577.0,Mgr,16.0,0.0,0.0,72.32957204,0.0,9.0,31.60566546,0.17139457333667923,0.4,27459.0,0.1738841778631324,59683.57049929691,4774.685639943753,4774.685639943753
0,77068.0,98436.0,ProfExe,7.0,0.0,1.0,148.2880996,0.0,34.0,33.46369747,0.16986311076077537,0.4,77068.0,0.17348803333999996,167129.69691808897,13370.375753447119,13370.375753447117
0,130867.0,201245.0,Office,0.0,0.0,1.0,340.7953444,0.0,15.0,40.16882702,0.07597571410491015,0.4,130867.0,0.12923163852050776,211401.9604782911,16912.156838263287,16912.15683826329
0,61840.0,73541.0,ProfExe,1.0,0.0,0.0,157.8924467,2.0,35.0,41.65169171,0.16954042663489177,0.4,61840.0,0.17340359823148446,134040.9814329375,10723.278514635,10723.278514635
0,79898.0,101989.0,ProfExe,9.0,2.0,0.0,214.9964598,1.0,29.0,29.30607111,0.16161446064809404,0.4,79898.0,0.1712212043909056,171002.89735530718,13680.231788424575,13680.231788424575
0,105293.0,121416.0,Office,14.0,0.0,0.0,250.0188805,0.0,16.0,35.28716643,0.03908683278531461,0.4,105293.0,0.09242909515057661,121651.7089461208,9732.136715689663,9732.136715689663
0,60122.0,93741.0,Other,0.0,0.0,0.0,38.33492385,1.0,3.0,42.10934773,0.44109808114050086,0.4,60122.0,0.1724888184990721,129629.65932251516,10370.372745801213,10370.372745801213
0,72164.0,104220.0,Office,10.0,0.0,0.0,165.4307821,0.0,13.0,37.53996336,0.07929082501331507,0.4,72164.0,0.13173911684434314,118835.27034943973,9506.821627955178,9506.821627955178
0,48139.0,64842.0,Other,0.0,1.0,0.0,192.4791522,2.0,13.0,26.54684008,0.15174830085422503,0.4,48139.0,0.1681981176282451,101211.11480632614,8096.889184506091,8096.889184506091
0,9038.0,65969.0,Other,7.0,1.0,1.0,346.5801028,0.0,22.0,13.34721268,0.03680177225225488,0.4,9038.0,0.0894069719713097,10100.752658458712,808.060212676697,808.0602126766971
0,59440.0,88690.0,Other,0.0,0.0,0.0,129.1526151,3.0,11.0,37.83827353,0.2721671416683286,0.4,59440.0,0.18677183164324038,138771.4709109276,11101.717672874209,11101.717672874209
0,53199.0,82567.0,Other,3.0,0.0,1.0,185.3250354,0.0,13.0,27.39038041,0.15378359679715115,0.4,53199.0,0.16885085536895006,112283.70818465967,8982.696654772773,8982.696654772773
0,58606.0,83010.0,Other,1.0,0.0,0.0,125.3258854,3.0,11.0,35.99961072,0.2509616312706055,0.4,58606.0,0.18585936817383608,136155.92663994795,10892.474131195837,10892.474131195837
0,159661.0,183244.0,ProfExe,7.0,,1.0,210.1152209,4.0,26.0,43.76819178,0.3693690328493899,0.4,159661.0,0.18243879075326105,364104.49713070516,29128.359770456413,29128.359770456413
0,107653.0,129752.0,ProfExe,8.0,0.0,0.0,181.0272753,2.0,32.0,29.46672103,0.07328693491887016,0.4,107653.0,0.12712171569999017,171062.92575313803,13685.034060251042,13685.034060251042
0,37346.0,53511.0,Other,23.0,0.0,0.0,136.9569407,0.0,22.0,39.43166373,0.1508316587047524,0.4,37346.0,0.1678990424991022,78379.47051464338,6270.357641171471,6270.357641171471
0,99160.0,114619.0,Office,2.0,0.0,0.0,142.2125619,0.0,22.0,35.94987705,0.07078001511603445,0.4,99160.0,0.12508994100326978,155048.9818735529,12403.918549884233,12403.918549884233
0,66293.0,92423.0,Office,27.0,0.0,0.0,169.7238883,1.0,14.0,41.23216256,0.09690138387783362,0.4,66293.0,0.14352269176781882,118931.87256705016,9514.549805364013,9514.549805364013
0,117391.0,210072.0,ProfExe,1.0,0.0,0.0,136.6209694,1.0,14.0,27.12488931,0.10843679995017551,0.4,117391.0,0.1500425639297135,220170.58277841247,17613.646622272998,17613.646622272998
0,54546.0,62906.0,Mgr,3.0,0.0,0.0,175.5198745,1.0,16.0,28.64818571,0.08894454086580611,0.4,54546.0,0.13849808636441477,94431.4577354171,7554.516618833369,7554.516618833368
0,49349.0,70078.0,Other,9.0,0.0,0.0,240.9080591,0.0,17.0,31.75405395,0.06558817538431573,0.4,49349.0,0.12067117082793313,74437.5201148459,5955.001609187672,5955.001609187672
0,56516.0,78392.0,Other,0.0,0.0,1.0,195.7233219,0.0,13.0,27.33744139,0.148078883296409,0.4,56516.0,0.1669815205415967,117964.095186611,9437.12761492888,9437.127614928879
1,40932.0,72172.0,Other,20.0,0.0,0.0,162.0440104,0.0,16.0,37.51836575,0.1359843574437639,0.4,40932.0,0.16258867220355877,83188.49413295084,6655.079530636068,6655.079530636068
0,100241.0,113073.0,Other,17.0,0.0,1.0,197.2736792,1.0,15.0,39.46758845,0.27684677500627924,0.4,100241.0,0.18686927077720344,234149.53214972065,18731.962571977652,18731.962571977652
0,73624.0,103213.0,Other,10.0,0.0,0.0,201.6508442,0.0,20.0,19.55727283,0.03444862126222216,0.4,73624.0,0.08616508698682575,79297.72955397573,6343.818364318059,6343.818364318059
0,,,,,,,,,,25.13244854,0.06720148786974899,0.4,0.0,0.12207589390285517,0.0,0.0,0.0
0,,,,,,,,,,24.65967048,0.06520507145549952,0.4,0.0,0.12033325775538939,0.0,0.0,0.0
0,206527.0,227737.0,ProfExe,11.0,0.0,0.0,225.2013256,0.0,22.0,31.12184071,0.0605552753827128,0.4,206527.0,0.11609310932692196,299704.5198745151,23976.361589961212,23976.361589961212
1,54151.0,83828.0,Other,13.0,0.0,0.0,132.1602699,0.0,16.0,23.47742628,0.07020328664697366,0.4,54151.0,0.12461340109322434,84349.25353248989,6747.940282599192,6747.940282599191
1,81030.0,100333.0,Mgr,11.0,0.0,1.0,80.14894304,4.0,29.0,42.31937039,0.5009651138371539,0.4,81030.0,0.16094728266399727,163019.47892829624,13041.5583142637,13041.558314263699
0,67867.0,78660.0,Other,3.0,,,159.8014934,,34.0,30.01090961,0.07501751528329068,0.4,67867.0,0.12848774365468008,109000.97123265215,8720.077698612173,8720.077698612173
0,48437.0,65311.0,Other,0.0,1.0,0.0,260.5552362,0.0,21.0,29.51628985,0.08558313902589725,0.4,48437.0,0.13623178165191135,82483.23509842038,6598.65880787363,6598.65880787363
1,51800.0,68000.0,ProfExe,6.0,,,,,,,0.1229037711285306,0.4,51800.0,0.15711105797193597,101729.41003682854,8138.352802946284,8138.352802946283
1,111000.0,124500.0,Sales,7.0,1.0,0.0,203.9,2.0,40.0,,0.3105795307280094,0.4,111000.0,0.18656967905223334,258865.4296849738,20709.234374797903,20709.234374797903
0,76783.0,95007.0,Mgr,6.0,0.0,0.0,140.9720223,2.0,26.0,42.15361693,0.2113180217587371,0.4,76783.0,0.18180399072566877,174493.19774861282,13959.455819889026,13959.455819889026
0,58592.0,87002.0,Office,13.0,0.0,0.0,139.5308428,0.0,24.0,37.53107709,0.07095383206365063,0.4,58592.0,0.1252328841996898,91720.56438785282,7337.645151028226,7337.645151028225
